,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge,NaturalGas_Percentage,Electricity_Percentage,SteamUse_Percentage,ParkingGFA_Percentage,Neighborhood_EUI/SF,PrimaryPropertyType_EUI/SF
359,Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,12.401001890363212,0.0,12.401001890363212,Non-Refrigerated Warehouse,12.69288729933466,none,0.0,none,0.0,14.149181195196865,3.756538102587751,24,49.7896882508176,50.210293841928014,0.0,0.0,3.9862703394562087,3.558324320392524
360,Other,LAKE UNION,0.6931471805599453,1.3862943611198906,12.543448045605032,11.95961568633537,11.727560924903752,Parking,11.95961568633537,Office,11.665139985936731,Retail Store,8.922791623969637,16.259743032167375,4.398391988760146,22,0.0,99.99999132072675,0.0,4.0391051821118795,4.54199622261021,4.666034874744712
361,Other,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.3862943611198906,11.104400680823604,9.47262771040802,10.886782513190758,Other,11.184435286790631,Parking,9.61587214452889,none,0.0,15.743611706841863,3.8905950580145254,71,0.0,99.99997818638555,0.0,3.023203466854925,4.351925326643182,4.666034874744712
362,Retail Store,NORTHWEST,0.6931471805599453,0.6931471805599453,11.785910056661425,0.0,11.785910056661425,Retail Store,11.589256678176751,none,0.0,none,0.0,15.987196106267435,4.7136657821413905,26,12.179812329976617,87.82016487295536,0.0,0.0,4.368369606516011,4.202548085123781
363,Warehouse,NORTHWEST,0.6931471805599453,1.3862943611198906,11.455306945297822,0.0,11.455306945297822,Non-Refrigerated Warehouse,11.114773550156288,none,0.0,none,0.0,13.572630389675155,2.419478844465545,24,13.19539576306679,86.80466798280646,0.0,0.0,4.368369606516011,3.558324320392524
364,Other,NORTHWEST,1.9459101490553132,0.6931471805599453,11.625369830810577,0.0,11.625369830810577,Strip Mall,11.729906064249025,Parking,0.0,none,0.0,16.09940414813465,5.426842498736322,59,34.89284571698717,65.10713390566511,0.0,0.0,4.368369606516011,4.666034874744712
365,Supermarket / Grocery Store,NORTHWEST,0.0,0.6931471805599453,11.882949906538373,0.0,11.882949906538373,Wholesale Club/Supercenter,11.882949906538373,none,0.0,none,0.0,16.412560667146934,5.473907988002699,39,23.21785353021239,76.782139020487,0.0,0.0,4.368369606516011,5.471408967115091
366,Retail Store,NORTHWEST,0.6931471805599453,0.6931471805599453,11.643962499267984,0.0,11.643962499267984,Retail Store,10.964847855501349,Supermarket/Grocery Store,10.938680693334582,none,0.0,16.661898209073104,6.317651932644658,56,54.505695179758504,45.4942990148759,0.0,0.0,4.368369606516011,4.202548085123781
367,Supermarket / Grocery Store,NORTHWEST,0.6931471805599453,0.6931471805599453,10.821456874788838,0.0,10.821456874788838,Supermarket/Grocery Store,10.821097413976181,Parking,0.0,none,0.0,15.974651517631253,5.074673690192145,26,24.64653921752288,75.35344924005254,0.0,0.0,4.368369606516011,5.471408967115091
368,Large Office,LAKE UNION,0.6931471805599453,1.3862943611198906,11.72861732123929,10.262769096339811,11.466116836262017,Office,11.477350099456308,none,0.0,none,0.0,15.423219276203469,3.580737295494233,35,0.04305439368685151,99.95693558900423,0.0,3.181696643331647,4.54199622261021,4.201658526612214
369,Small- and Mid-Sized Office,LAKE UNION,0.6931471805599453,1.6094379124341003,11.407576060361786,10.505861744654162,10.886932132596673,Office,11.407576060361786,none,0.0,none,0.0,15.175907199393837,3.338257581888281,23,0.0,99.99997434409393,0.0,3.7277796030714927,4.54199622261021,4.121695953477062
370,Small- and Mid-Sized Office,LAKE UNION,0.6931471805599453,1.3862943611198906,11.472540874774753,10.425549808228107,11.040246259560732,Office,11.038640684660965,Parking,10.425549808228107,none,0.0,15.504391429027633,3.65687265797885,22,0.0,99.99998152738252,0.0,3.5862527443187195,4.54199622261021,4.121695953477062
371,Large Office,LAKE UNION,0.6931471805599453,1.3862943611198906,12.545960470952528,11.651208052770235,12.020519873979996,Office,11.93544432764422,Parking,11.449921765391228,Data Center,8.922791623969637,16.24256861461691,4.558812062009942,24,2.9721390986880682,97.00711128935174,0.0,3.734585511157453,4.54199622261021,4.201658526612214
372,Large Office,LAKE UNION,0.6931471805599453,1.6094379124341003,12.402194373748076,11.5428046042479,11.851559648613192,Office,11.842200434720347,Parking,10.108467133222666,none,0.0,15.973282110720557,4.454463568563388,24,6.185716671665606,93.8142833283344,0.0,3.769117568923856,4.54199622261021,4.201658526612214
373,Mixed Use Property,DOWNTOWN,0.6931471805599453,1.9459101490553132,11.948990903938062,0.0,11.948990903938062,Other - Entertainment/Public Assembly,11.693712511672231,Other - Recreation,11.052507743748084,Social/Meeting Hall,10.18039933305852,17.785062518573447,7.392856858414871,32,0.8979472287387826,65.96730910162302,33.134728564125055,0.0,4.325498216102434,4.550527089406856
374,Large Office,GREATER DUWAMISH,0.6931471805599453,1.791759469228055,12.874660704589415,11.706648444488625,12.502172935154075,Office,12.400894908566473,Parking,11.593666390371487,none,0.0,15.854635966737625,3.9994842811981406,41,0.0,99.99998698575004,0.0,3.468802191304554,3.9862703394562087,4.201658526612214
375,Warehouse,GREATER DUWAMISH,0.6931471805599453,1.0986122886681098,11.407576060361786,0.0,11.407576060361786,Non-Refrigerated Warehouse,11.156264806643742,Office,9.90353755128617,none,0.0,14.172588583154843,2.89977188240808,56,10.931280569493799,89.0686931910666,0.0,0.0,3.9862703394562087,3.558324320392524
376,Retail Store,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.823790225800138,0.0,10.823790225800138,Retail Store,10.823790225800138,none,0.0,none,0.0,13.861880653270767,3.503152104185149,57,51.55323205350844,48.44676794649156,0.0,0.0,3.9862703394562087,4.202548085123781
377,Small- and Mid-Sized Office,BALLARD,0.6931471805599453,1.9459101490553132,11.451411697981355,8.732465848349879,11.383203948399467,Office,10.896628208262003,Retail Store,10.116378727385987,Parking,8.412054873292933,15.375379793266351,4.797772052189602,98,39.66095988439321,60.33904011560679,0.0,2.027283395267635,4.449931191363842,4.121695953477062
378,Warehouse,BALLARD,0.6931471805599453,1.0986122886681098,11.054708103975111,0.0,11.054708103975111,Non-Refrigerated Warehouse,11.054708103975111,none,0.0,none,0.0,12.335203069144178,2.21375387928743,82,62.468717111717034,37.53141335552442,0.0,0.0,4.449931191363842,3.558324320392524
379,Other,BALLARD,0.6931471805599453,1.791759469228055,12.68500504440909,12.11425884625752,11.852364724194848,Parking,12.11425884625752,Retail Store,11.781004140278185,none,0.0,16.653731636479538,6.026711027295051,15,37.32578050520961,62.674219494790385,0.0,4.05196276693893,4.449931191363842,4.666034874744712
380,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.6094379124341003,11.777548714470212,10.060534035475412,11.579592968216243,Self-Storage Facility,11.777548714470212,Parking,9.082620630373812,none,0.0,13.050941084046105,1.4469189829363254,35,0.0,99.99993287268781,0.0,2.94230628556047,4.351925326643182,2.971743123813331
381,Warehouse,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.6094379124341003,11.571590521032341,0.0,11.571590521032341,Non-Refrigerated Warehouse,11.571590521032341,none,0.0,none,0.0,13.932354486130556,3.2801590532850993,26,34.218817146421124,65.78118285357888,0.0,0.0,4.351925326643182,3.558324320392524
382,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.3862943611198906,11.456048188078173,0.0,11.456048188078173,Self-Storage Facility,11.456048188078173,none,0.0,none,0.0,13.816308114831225,3.5316406776874447,67,56.748578476526525,43.25143401352047,0.0,0.0,4.351925326643182,2.971743123813331
383,Large Office,DOWNTOWN,0.6931471805599453,2.3978952727983707,12.110084736119012,10.550250422538545,11.874153029985171,Office,11.923981580891553,Parking,10.201627252886743,Other,7.6760099320288875,15.848644644749916,3.993602992420569,21,0.0,99.99998690754343,0.0,3.0917991840080816,4.325498216102434,4.201658526612214
385,Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.033682134193954,0.0,10.033682134193954,Non-Refrigerated Warehouse,10.033682134193954,none,0.0,none,0.0,12.90433748973192,1.33500106673234,57,0.0,99.99992227360282,0.0,0.0,3.9862703394562087,3.558324320392524
386,Distribution Center,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.73184410389787,0.0,11.73184410389787,Distribution Center,11.731450366724395,Parking,0.0,none,0.0,15.51383131177226,5.473782135878778,56,79.030065719239,20.96993428076099,0.0,0.0,3.9862703394562087,3.5765766642659993
387,Large Office,DOWNTOWN,0.6931471805599453,3.1354942159291497,12.33515603544142,11.498390339992403,11.767575435251748,Office,12.33515603544142,Parking,11.26303740739593,none,0.0,15.954802421767894,4.097838451476356,53,0.0,99.9999882261798,0.0,3.7912252259130974,4.325498216102434,4.201658526612214
388,Distribution Center,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.821097413976181,0.0,10.821097413976181,Distribution Center,10.818156970791383,Parking,0.0,none,0.0,14.240458797890929,3.776203282285611,56,45.32490056866242,54.67508308623626,0.0,0.0,3.9862703394562087,3.5765766642659993
389,Distribution Center,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.960253016168982,0.0,10.960253016168982,Distribution Center,10.960253016168982,none,0.0,none,0.0,14.764341275002979,4.35259782398307,54,49.23964847463127,50.76035152536873,0.0,0.0,3.9862703394562087,3.5765766642659993
390,Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.355113089309977,0.0,11.355113089309977,Non-Refrigerated Warehouse,11.355113089309977,none,0.0,none,0.0,14.245342534557048,2.4612967841488667,57,0.0,99.9999837345293,0.0,0.0,3.9862703394562087,3.558324320392524
391,Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.92775337907558,0.0,10.92775337907558,Non-Refrigerated Warehouse,10.92775337907558,none,0.0,none,0.0,13.161213048268394,1.5303947050936475,57,0.0,99.99998195480948,0.0,0.0,3.9862703394562087,3.558324320392524
392,Small- and Mid-Sized Office,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.882771862738064,0.0,10.882771862738064,Office,10.873508606831251,Parking,0.0,none,0.0,14.400063249206152,3.86974161317154,59,41.5794951168001,58.42049094931424,0.0,0.0,3.9862703394562087,4.121695953477062
393,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.9459101490553132,11.27305530057358,10.255129853946785,10.824686220762866,Office,11.27305530057358,none,0.0,none,0.0,14.59470733022996,3.388787361585474,36,13.36029551505417,86.63967007685277,0.0,3.6145213372553817,4.351925326643182,4.121695953477062
394,Warehouse,NORTHWEST,0.6931471805599453,1.3862943611198906,11.076913516671743,0.0,11.076913516671743,Non-Refrigerated Warehouse,11.076913516671743,none,0.0,none,0.0,12.693160750458514,1.9906103279732201,37,26.94208833441368,73.05791166558632,0.0,0.0,4.368369606516011,3.558324320392524
395,Mixed Use Property,EAST,0.6931471805599453,1.0986122886681098,11.236447063025773,9.899931236333352,10.931623727399913,Other,10.255657363586069,Office,10.255622204932642,Parking,9.850192255477904,15.11956111368805,3.675794214565281,96,7.527763576700812,92.47222285178948,0.0,3.3059699999699754,4.493776181429274,4.550527089406856
396,Distribution Center,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.993368167001472,0.0,11.993368167001472,Distribution Center,11.997977792417482,none,0.0,none,0.0,16.05165997135313,5.326953413084369,55,32.33036913702025,67.66962017605638,0.0,0.0,3.9862703394562087,3.5765766642659993
397,Distribution Center,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.523885187206563,0.0,11.523885187206563,Distribution Center,11.523885187206563,none,0.0,none,0.0,16.897229270938787,5.035067710236841,74,0.07605583269827303,99.92393040320098,0.0,0.0,3.9862703394562087,3.5765766642659993
398,Distribution Center,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.87073752300741,0.0,10.87073752300741,Distribution Center,10.993815621616541,none,0.0,none,0.0,13.8751551703165,3.497113438491982,43,50.269146242916285,49.730830204579405,0.0,0.0,3.9862703394562087,3.5765766642659993
399,Other,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.943923262151136,0.0,10.943923262151136,Other,10.721966979398362,Office,9.351926736038054,none,0.0,15.4436128030241,4.32161292811326,83,16.507645856648264,83.49233451317254,0.0,0.0,3.9862703394562087,4.666034874744712
400,Refrigerated Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.553107254603061,0.0,11.553107254603061,Refrigerated Warehouse,11.51293546492023,Office,8.318742252692399,Parking,0.0,16.68881646351032,4.96535894922662,70,2.326618978244088,97.67335841703672,0.0,0.0,3.9862703394562087,4.379001219843283
401,Supermarket / Grocery Store,NORTHWEST,0.6931471805599453,0.6931471805599453,10.971382868542177,8.916103530553727,10.834371286713184,Supermarket/Grocery Store,10.853657835843961,Parking,0.0,none,0.0,16.50439581240878,6.02931412838173,20,45.93068067697333,54.06931932302667,0.0,2.6249734255680877,4.368369606516011,5.471408967115091
402,Supermarket / Grocery Store,NORTH,0.6931471805599453,0.6931471805599453,10.97645719414066,0.0,10.97645719414066,Supermarket/Grocery Store,10.701715209546581,none,0.0,none,0.0,16.218351399434447,5.611447863453405,43,38.32601733134863,61.67397362259018,0.0,0.0,4.269779718821181,5.471408967115091
403,Large Office,LAKE UNION,0.6931471805599453,1.9459101490553132,12.726950575147725,11.734475747705874,12.263874463452428,Office,12.292149419247528,Parking,8.42726848388825,Retail Store,0.0,16.019260134450274,4.0239220979255546,18,0.0,86.95734677305762,0.0,3.6393119608755033,4.54199622261021,4.201658526612214
404,Retail Store,LAKE UNION,0.6931471805599453,1.6094379124341003,12.483738472456462,11.982897843727672,11.552290398492483,Retail Store,11.50150044730076,none,0.0,none,0.0,16.111846968543286,5.2554620562416074,27,26.462845000360748,73.53714493695578,0.0,4.120693549518477,4.54199622261021,4.202548085123781
405,Small- and Mid-Sized Office,CENTRAL,0.6931471805599453,1.0986122886681098,11.038447842325047,0.0,11.038447842325047,Office,11.013319992556701,Parking,9.531046110875145,Other - Services,7.1891677384203225,15.510071390374987,3.677565694213663,109,0.23560622223046743,99.76438459377397,0.0,0.0,4.311388247635255,4.121695953477062
406,Small- and Mid-Sized Office,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.088751431256087,0.0,11.088751431256087,Office,11.01424248665062,Other,9.004913941467132,none,0.0,14.97272078866908,4.5134933974161875,53,46.37632501641363,53.623659265483624,0.0,0.0,3.9862703394562087,4.121695953477062
407,Large Office,NORTHEAST,0.6931471805599453,1.3862943611198906,11.535576971529967,10.655870155127044,10.999613419284296,Office,11.335185397109868,Parking,9.829625703937673,none,0.0,15.61767759673028,3.9154172384961616,17,2.4674033100873602,97.53258844285793,0.0,3.749265970147014,4.51823090404021,4.201658526612214
408,Other,CENTRAL,0.6931471805599453,1.3862943611198906,11.289844411702974,0.0,11.289844411702974,Other,11.223441770571819,none,0.0,none,0.0,16.31957624563627,4.457597821520956,97,0.0,99.99998364960983,0.0,0.0,4.311388247635255,4.666034874744712
409,Warehouse,GREATER DUWAMISH,0.6931471805599453,1.0986122886681098,12.688242589117094,0.0,12.688242589117094,Non-Refrigerated Warehouse,12.48191869783373,Office,11.008562248131891,none,0.0,15.89795577160156,5.573863596655295,32,55.781941932296284,44.21805183644773,0.0,0.0,3.9862703394562087,3.558324320392524
410,Mixed Use Property,GREATER DUWAMISH,0.6931471805599453,2.70805020110221,12.624957307297803,0.0,12.624957307297803,Office,12.296457077368744,Parking,11.960734608706195,Medical Office,11.33920162295366,16.86133676445933,5.514839041553359,91,10.385931762544445,89.61406348175494,0.0,0.0,3.9862703394562087,4.550527089406856
411,Small- and Mid-Sized Office,LAKE UNION,0.6931471805599453,1.6094379124341003,11.354937431911715,10.348525875764018,10.899993284932862,Office,10.824487180138018,Parking,10.147452819542636,Data Center,7.964155718840937,15.395527383673613,3.551053137206533,45,0.0,99.99998970141625,0.0,3.6257289719566335,4.54199622261021,4.121695953477062
412,Distribution Center,GREATER DUWAMISH,0.6931471805599453,1.0986122886681098,11.492977827160532,0.0,11.492977827160532,Distribution Center,11.06502769090671,Office,10.425638798632033,none,0.0,14.502808414535307,3.7669972333778885,34,30.945396762969207,69.05462838370505,0.0,0.0,3.9862703394562087,3.5765766642659993
413,Mixed Use Property,LAKE UNION,0.6931471805599453,0.6931471805599453,11.082157933374816,9.61587214452889,10.819798284210286,Office,9.90353755128617,Parking,9.61587214452889,Other,9.210440366976517,14.772533264307,4.1726935286330775,95,38.07258736189751,61.92740303723456,0.0,3.1812538330786166,4.54199622261021,4.550527089406856
414,Large Office,LAKE UNION,0.6931471805599453,1.791759469228055,11.88154676617732,11.10677512214237,11.263874188114833,Office,11.271134119283536,Parking,11.107225329245237,none,0.0,15.451598385733563,3.6054978451748854,33,0.0,99.99998052595501,0.0,3.8518594716390124,4.54199622261021,4.201658526612214
415,Retail Store,NORTH,0.6931471805599453,1.0986122886681098,12.62087073225265,0.0,12.62087073225265,Retail Store,12.62087073225265,none,0.0,none,0.0,15.802127334885366,4.86976273521484,73,23.324303033216616,76.67569010884846,0.0,0.0,4.269779718821181,4.202548085123781
416,Small- and Mid-Sized Office,NORTHWEST,0.6931471805599453,1.791759469228055,11.366754528799243,0.0,11.366754528799243,Office,11.267037714175425,none,0.0,none,0.0,16.021587283613915,5.685448767967697,49,54.95956948121932,45.04041950559151,0.0,0.0,4.368369606516011,4.121695953477062
417,Other,North,0.0,1.0986122886681098,11.498217836097954,0.0,11.498217836097954,Strip Mall,11.498217836097954,none,0.0,none,0.0,15.511207356004032,3.8605191625610304,54,3.377836456000858,96.62215437043035,0.0,0.0,4.450123260673639,4.666034874744712
418,Small- and Mid-Sized Office,NORTHWEST,0.6931471805599453,1.9459101490553132,11.36771470471244,0.0,11.36771470471244,Office,11.36771470471244,Parking,0.0,none,0.0,15.665733491860651,3.814410176561146,42,0.0,99.99999213989292,0.0,0.0,4.368369606516011,4.121695953477062
419,Distribution Center,DELRIDGE,0.6931471805599453,0.6931471805599453,10.851296331126829,0.0,10.851296331126829,Distribution Center,10.445840912706414,Office,9.75272280064639,none,0.0,13.932888289273723,3.139832617527748,47,27.480938092080727,72.51905079229398,0.0,0.0,4.230193875113238,3.5765766642659993
420,Warehouse,DELRIDGE,0.6931471805599453,0.6931471805599453,11.85311222277915,0.0,11.85311222277915,Non-Refrigerated Warehouse,11.85311222277915,none,0.0,none,0.0,14.615498008804943,4.072950669534428,55,41.11359543332051,58.88640456667949,0.0,0.0,4.230193875113238,3.558324320392524
421,Large Office,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.791759469228055,11.944902667618504,11.041016020812398,11.425732253267851,Office,11.425688608016447,Parking,11.101779249890095,none,0.0,15.349448221785124,4.092342559551428,37,12.417294336237203,87.58269487952552,0.0,3.7256661279834495,4.351925326643182,4.201658526612214
422,Other,NORTHWEST,0.6931471805599453,1.3862943611198906,11.994054476999382,11.428847961779017,11.154176944084588,Parking,11.428847961779017,Medical Office,11.154176944084588,none,0.0,15.756209653031496,3.917607383722047,18,0.2299092719996858,99.77008354782318,0.0,4.057404113655419,4.368369606516011,4.666034874744712
423,Medical Office,NORTHWEST,0.6931471805599453,1.3862943611198906,11.065231122644327,0.0,11.065231122644327,Medical Office,11.013221103411352,Retail Store,8.083328608786376,none,0.0,15.376966424613306,3.5328102684640474,18,0.0,99.99998950847962,0.0,0.0,4.368369606516011,4.504953110490593
424,Warehouse,NORTHWEST,0.6931471805599453,1.0986122886681098,10.886932132596673,0.0,10.886932132596673,Non-Refrigerated Warehouse,10.754642251464746,Office,9.213734605044198,none,0.0,13.786243037046205,3.5553480614894135,75,60.765853052645404,39.23418556114526,0.0,0.0,4.368369606516011,3.558324320392524
425,Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.828103533156273,0.0,10.828103533156273,Non-Refrigerated Warehouse,10.828103533156273,none,0.0,none,0.0,14.429290885742637,4.088829381533991,43,53.71784469100104,46.282155308998966,0.0,0.0,3.9862703394562087,3.558324320392524
426,Restaurant,DOWNTOWN,0.6931471805599453,0.6931471805599453,10.685766776548883,0.0,10.685766776548883,Restaurant,10.685766776548883,none,0.0,none,0.0,16.258556131907284,6.417042691846703,123,100.0,0.0,0.0,0.0,4.325498216102434,5.2262841628568415
427,Medical Office,NORTHWEST,0.6931471805599453,1.3862943611198906,11.800350004263192,0.0,11.800350004263192,Medical Office,11.800350004263192,none,0.0,none,0.0,16.56540590998367,5.691979762537049,62,25.834739147652634,74.16524806543624,0.0,0.0,4.368369606516011,4.504953110490593
428,Retail Store,NORTH,0.6931471805599453,1.0986122886681098,12.035402941476667,0.0,12.035402941476667,Retail Store,12.061665179399235,none,0.0,none,0.0,15.680494079041672,4.522874943261261,58,15.473552310133392,84.52643994492729,0.0,0.0,4.269779718821181,4.202548085123781
429,Mixed Use Property,LAKE UNION,0.0,1.791759469228055,12.436501593774768,11.63796212933792,11.838697804169144,Parking,11.63796212933792,Laboratory,11.338583982516495,Office,11.338583982516495,17.667835128782166,7.053974588483115,21,38.10328418738839,61.89671156654599,0.0,3.828605570701007,4.54199622261021,4.550527089406856
430,Large Office,LAKE UNION,0.6931471805599453,1.6094379124341003,12.077591336881623,11.175857050670414,11.556951919719207,Office,11.551867293084847,Parking,11.175927089962485,none,0.0,15.685214920606796,3.8334126048462345,23,0.0,99.99999229153714,0.0,3.7277678637164193,4.54199622261021,4.201658526612214
431,Warehouse,GREATER DUWAMISH,0.6931471805599453,1.0986122886681098,11.559684997373235,0.0,11.559684997373235,Non-Refrigerated Warehouse,11.559684997373235,none,0.0,none,0.0,13.843493240140107,3.213260086082565,54,35.16794365878754,64.83206849628937,0.0,0.0,3.9862703394562087,3.558324320392524
432,Other,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.87882047837734,10.635879484421974,9.344958673700944,Other,10.847938050204139,none,0.0,none,0.0,14.386506206115296,3.929862923556477,23,45.991375840205876,54.00859591164544,0.0,4.374893410478365,3.9862703394562087,4.666034874744712
433,Other,GREATER DUWAMISH,0.0,0.6931471805599453,11.61448878037967,0.0,11.61448878037967,Other,11.61448878037967,none,0.0,none,0.0,14.66558253122548,4.68978703170797,50,84.77108813231649,15.228901183074683,0.0,0.0,3.9862703394562087,4.666034874744712
434,Small- and Mid-Sized Office,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.889696061373598,0.0,10.889696061373598,Office,10.889696061373598,none,0.0,none,0.0,14.537709737605454,3.1406980438041767,75,8.177496815435886,91.8224910424838,0.0,0.0,3.9862703394562087,4.121695953477062
435,Small- and Mid-Sized Office,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.819958268212227,0.0,10.819958268212227,Office,10.819958268212227,none,0.0,none,0.0,14.979353003534788,4.194189897191817,85,29.08535440959112,70.91461436200528,0.0,0.0,3.9862703394562087,4.121695953477062
436,Large Office,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.6094379124341003,12.581686608668821,11.51469390036619,12.160033942617156,Office,12.179086780445187,Parking,11.619076667952427,none,0.0,15.711231990331338,3.9267145541711357,14,1.084936442789498,98.91504102571767,0.0,3.566822954930046,4.351925326643182,4.201658526612214
437,Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,10.836301028962945,0.0,10.836301028962945,Non-Refrigerated Warehouse,10.69014784459452,Office,8.841158975945264,none,0.0,14.752005111155329,4.683611612294654,66,75.9315995773851,24.068429822593668,0.0,0.0,3.9862703394562087,3.558324320392524
438,Refrigerated Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.243148796387281,0.0,11.243148796387281,Refrigerated Warehouse,11.244876070733577,none,0.0,none,0.0,14.860382525628097,3.058237478905388,52,0.3555709069203722,99.64441150623094,0.0,0.0,3.9862703394562087,4.379001219843283
439,Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.49761891515284,0.0,11.49761891515284,Non-Refrigerated Warehouse,11.49761891515284,none,0.0,none,0.0,14.85634065004513,3.7013019741124933,67,15.123012340699871,84.87697000122371,0.0,0.0,3.9862703394562087,3.558324320392524
440,Mixed Use Property,LAKE UNION,0.6931471805599453,1.0986122886681098,10.878103794705911,0.0,10.878103794705911,Retail Store,10.36100733177766,Parking,10.219319668404255,Multifamily Housing,9.805378459425809,15.051459894804857,4.174387269895637,119,25.194708951893833,74.80528378413422,0.0,0.0,4.54199622261021,4.550527089406856
441,Mixed Use Property,LAKE UNION,0.6931471805599453,1.3862943611198906,12.077778940810486,10.843865835939344,11.733674150882164,Office,11.108529784820083,Parking,10.971967040924001,Laboratory,10.316623166948512,16.930365813489924,6.464136488241093,15,46.52608449257902,53.47391106892767,0.0,3.4050134634044267,4.54199622261021,4.550527089406856
442,Other,LAKE UNION,0.6931471805599453,1.3862943611198906,12.042294099519093,11.063241976146475,11.571232108231282,Other,11.571232108231282,Parking,11.063241976146475,none,0.0,16.768096105652834,6.008862324284403,103,30.830716492922942,69.16927828662139,0.0,3.652379716960099,4.54199622261021,4.666034874744712
443,Large Office,LAKE UNION,0.6931471805599453,2.4849066497880004,11.733842539523547,0.0,11.733842539523547,Office,11.586129457228644,Restaurant,9.65509029374725,Parking,9.392745258631441,16.447268598180077,5.90478947719715,52,41.93499134886788,58.06500865113211,0.0,0.0,4.54199622261021,4.201658526612214
444,Small- and Mid-Sized Office,LAKE UNION,0.6931471805599453,2.0794415416798357,11.45108197563649,0.0,11.45108197563649,Office,11.450049560918558,Parking,10.352937647625682,none,0.0,15.549329248561316,3.7005609588877744,53,0.0,100.0,0.0,0.0,4.54199622261021,4.121695953477062
445,Warehouse,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.440580553096567,0.0,11.440580553096567,Non-Refrigerated Warehouse,11.440580553096567,none,0.0,none,0.0,14.040512281806098,2.2752138961979136,49,0.0,100.0000099814435,0.0,0.0,3.9862703394562087,3.558324320392524
446,Other,DOWNTOWN,0.6931471805599453,0.6931471805599453,10.043292972227004,0.0,10.043292972227004,Other,9.918917890191485,Office,7.897519532474544,none,0.0,13.474595592019906,3.286160571673797,77,63.34810290902693,36.6519849807003,0.0,0.0,4.325498216102434,4.666034874744712
447,Supermarket / Grocery Store,SOUTHEAST,0.6931471805599453,0.6931471805599453,11.019513997458025,0.0,11.019513997458025,Supermarket/Grocery Store,10.90476260831528,Parking,0.0,none,0.0,16.390655912977824,5.728475087246572,21,35.4717139164219,64.5282784693021,0.0,0.0,4.329629158306644,5.471408967115091
449,Small- and Mid-Sized Office,DOWNTOWN,0.6931471805599453,1.791759469228055,11.276202631115575,0.0,11.276202631115575,Office,11.271681586624233,none,0.0,none,0.0,14.856026022034522,3.0315819264476884,119,0.0,99.99997350455047,0.0,0.0,4.325498216102434,4.121695953477062
450,Small- and Mid-Sized Office,DOWNTOWN,0.6931471805599453,2.0794415416798357,11.507319782449395,0.0,11.507319782449395,Office,11.083510843105353,Retail Store,10.079874869841891,none,0.0,15.703615050149606,4.910372872157861,117,29.07567279781953,70.92431963425742,0.0,0.0,4.325498216102434,4.121695953477062
451,Small- and Mid-Sized Office,DOWNTOWN,0.6931471805599453,1.9459101490553132,11.201783686253295,0.0,11.201783686253295,Office,11.064636359671136,none,0.0,none,0.0,14.863948399785636,3.0392705755684744,116,0.0,99.99998247575213,0.0,0.0,4.325498216102434,4.121695953477062
