,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge,NaturalGas_Percentage,Electricity_Percentage,SteamUse_Percentage,ParkingGFA_Percentage,Neighborhood_EUI/SF,PrimaryPropertyType_EUI/SF
0,Hotel,DOWNTOWN,0.6931471805599453,2.5649493574615367,11.390023097868895,0.0,11.390023097868895,Hotel,11.390023097868895,none,0.0,none,0.0,15.793246493880627,5.525373254682162,96,17.66383848028659,54.6059929874816,27.7301616131214,0.0,4.325498216102434,4.417716568784282
1,Hotel,DOWNTOWN,0.6931471805599453,2.4849066497880004,11.547974025246633,9.620129451564402,11.39079172872657,Hotel,11.33715440673783,Parking,9.620129451564402,Restaurant,8.438799123988225,15.942304802589588,5.6932606471966185,27,61.33909271807488,38.66090728192512,0.0,2.7437592491104907,4.325498216102434,4.417716568784282
2,Hotel,DOWNTOWN,0.6931471805599453,3.7376696182833684,13.770629294080045,12.189531593509932,13.540274708933826,Hotel,13.536449880916702,none,0.0,none,0.0,18.100296744814614,7.6450533072773705,54,2.0579435795576906,68.23074052464253,29.711307629859572,3.0715273229658906,4.325498216102434,4.417716568784282
3,Hotel,DOWNTOWN,0.6931471805599453,2.3978952727983707,11.023877640745798,0.0,11.023877640745798,Hotel,11.023877640745798,none,0.0,none,0.0,15.731636529382916,5.660979352330892,97,26.65671658485641,40.75192830054055,32.59134407639968,0.0,4.325498216102434,4.417716568784282
4,Hotel,DOWNTOWN,0.6931471805599453,2.9444389791664403,12.075855753873482,11.034905792929415,11.640271517759631,Hotel,11.723559092466278,Parking,11.127410032169685,Swimming Pool,0.0,16.466821574984518,6.226556431938032,43,62.11982468150177,37.88016826263286,0.0,3.592135566782256,4.325498216102434,4.417716568784282
5,Other,DOWNTOWN,0.6931471805599453,1.0986122886681098,11.48544120936798,10.524037158179487,11.003615358893612,Police Station,11.394490967158449,none,0.0,none,0.0,16.307609365403174,5.713105546117053,24,39.011597621699906,60.9884023783001,0.0,3.6695674555558178,4.325498216102434,4.666034874744712
6,Hotel,DOWNTOWN,0.6931471805599453,2.4849066497880004,11.326704314635162,0.0,11.326704314635162,Hotel,11.306552989656216,none,0.0,none,0.0,15.566238983044945,5.176940380381437,97,51.18397164684626,48.81602835315374,0.0,0.0,4.325498216102434,4.417716568784282
7,Other,DOWNTOWN,0.6931471805599453,2.1972245773362196,11.540170913860424,0.0,11.540170913860424,Other - Entertainment/Public Assembly,11.540170913860424,none,0.0,none,0.0,15.6557637188467,5.404972044416576,97,6.115925016808556,57.74180802671396,36.14225107875249,0.0,4.325498216102434,4.666034874744712
8,Hotel,DOWNTOWN,0.6931471805599453,2.772588722239781,12.007530239208668,0.0,12.007530239208668,Hotel,12.007530239208668,none,0.0,none,0.0,16.434643640030767,5.974216653698429,119,46.822969115013166,53.17702359838587,0.0,0.0,4.325498216102434,4.417716568784282
10,Hotel,DOWNTOWN,0.6931471805599453,2.4849066497880004,11.9392645217297,9.866823568164536,11.804736501505687,Hotel,11.804736501505687,none,0.0,none,0.0,16.589139051954007,6.539961607594982,54,28.669239323793423,38.6324813113159,32.698269999632885,2.6091313860652767,4.325498216102434,4.417716568784282
11,Hotel,DOWNTOWN,0.6931471805599453,3.258096538021482,12.716429159281265,11.021281360620167,12.51361616707751,Hotel,12.726772359619336,none,0.0,none,0.0,17.109163967888286,6.609308811083168,25,10.610921376290731,67.12065315794338,22.26842360986611,2.963052276540554,4.325498216102434,4.417716568784282
12,Hotel,DOWNTOWN,0.6931471805599453,2.302585092994046,11.082296383198514,0.0,11.082296383198514,Hotel,11.082296383198514,none,0.0,none,0.0,15.701982831633819,5.796756594662978,95,54.52810258248961,20.36064725027033,25.11125016724005,0.0,4.325498216102434,4.417716568784282
13,Hotel,DOWNTOWN,0.6931471805599453,3.5263605246161616,12.66334874732981,10.961295207644392,12.462082145801965,Hotel,12.596464724140818,Parking,10.961295207644392,none,0.0,16.921234033977285,6.476387576550862,43,18.290586437918773,62.27975946999117,19.429642894064347,2.9565036604353376,4.325498216102434,4.417716568784282
14,Hotel,DOWNTOWN,0.6931471805599453,2.4849066497880004,11.431617790897278,10.134638955251866,11.112313560992032,Hotel,11.11826675682705,Parking,10.134638955251866,none,0.0,16.190417335793235,6.239086053829017,101,19.039917172170075,35.64991102333858,45.310167153332884,3.3440925641347934,4.325498216102434,4.417716568784282
15,Other,DOWNTOWN,0.6931471805599453,2.4849066497880004,12.928781055513184,10.950824090522445,12.779875885354993,Library,12.80741698836436,Parking,10.799595985047786,Data Center,6.980075940561763,16.738073088320842,5.206092422505519,19,0.0,96.03223113197905,3.96775003953981,2.6969859814968298,4.325498216102434,4.666034874744712
16,Other,DOWNTOWN,0.6931471805599453,1.9459101490553132,11.55129966608712,0.0,11.55129966608712,Fitness Center/Health Club/Gym,11.407576060361786,Office,10.596659732783579,Swimming Pool,0.0,16.113725817126603,6.075024140206913,93,9.141661299932224,44.73373698675706,46.12459669141324,0.0,4.325498216102434,4.666034874744712
17,Hotel,DOWNTOWN,0.6931471805599453,3.367295829986474,12.939118194198793,11.350418300109132,12.71072525539031,Hotel,12.760905585289162,Parking,11.350418300109132,none,0.0,17.328748801997715,6.6894624438984165,40,36.74811415024742,63.251873929649214,0.0,3.0642736973881433,4.325498216102434,4.417716568784282
18,Mixed Use Property,DOWNTOWN,0.6931471805599453,1.791759469228055,10.95872250123467,0.0,10.95872250123467,Social/Meeting Hall,9.707655133714226,Restaurant,9.648982324778904,Office,9.184201714366488,15.844459208532589,5.613201096424962,116,27.15051351322747,49.497096699359574,23.352381570307298,0.0,4.325498216102434,4.550527089406856
19,Hotel,DOWNTOWN,0.6931471805599453,2.3978952727983707,11.555534661493144,0.0,11.555534661493144,Hotel,11.555534661493144,none,0.0,none,0.0,16.13343824905496,5.858847022493143,107,8.029615717317695,58.18412685157319,33.78625743110911,0.0,4.325498216102434,4.417716568784282
20,Other,DOWNTOWN,0.6931471805599453,2.3978952727983707,13.199992713700011,0.0,13.199992713700011,Courthouse,13.194034525770327,none,0.0,none,0.0,17.621827854829043,7.143846644402559,107,45.852784120954816,54.147206987087195,0.0,0.0,4.325498216102434,4.666034874744712
21,Other,DOWNTOWN,0.6931471805599453,2.995732273553991,12.861712644003578,0.0,12.861712644003578,Other,12.861712644003578,none,0.0,none,0.0,17.683786733207448,7.43864820089824,38,61.85178913782612,38.14820877273818,0.0,0.0,4.325498216102434,4.666034874744712
23,Hotel,NORTHEAST,0.6931471805599453,1.9459101490553132,11.391808126699964,10.32833036107053,10.968318971901319,Hotel,10.968318971901319,Parking,10.32833036107053,none,0.0,15.113939222722186,4.510969390589264,22,38.14084458601386,61.85914176596399,0.0,3.5702243456089087,4.51823090404021,4.417716568784282
24,University,DOWNTOWN,0.6931471805599453,2.0794415416798357,11.748740394204184,0.0,11.748740394204184,College/University,11.736077016252437,none,0.0,none,0.0,16.24417193569497,5.963682166095531,95,59.0302922700787,40.969698914444564,0.0,0.0,4.325498216102434,4.358324020235269
25,Other,DOWNTOWN,0.6931471805599453,1.0986122886681098,11.115800481137065,0.0,11.115800481137065,Automobile Dealership,11.115800481137065,none,0.0,none,0.0,14.08571907185736,2.315501318260592,93,0.0,99.9999522986926,0.0,0.0,4.325498216102434,4.666034874744712
26,Hotel,EAST,0.6931471805599453,2.1972245773362196,11.974625968475259,10.31896899591978,11.762718736879195,Hotel,11.632280597567725,Parking,10.645448706505872,Retail Store,8.412054873292933,15.488496344757419,5.55129152782092,32,89.25861546195641,10.741393922337275,0.0,3.0005280357253232,4.493776181429274,4.417716568784282
27,Hotel,DOWNTOWN,0.6931471805599453,2.3978952727983707,12.054476200865155,10.552735090806054,11.80250074417462,Hotel,11.76686976543715,none,0.0,none,0.0,16.219018866344626,5.797970813310776,22,49.2790760660269,50.720923933973104,0.0,3.1473260366524536,4.325498216102434,4.417716568784282
29,Hotel,DOWNTOWN,0.6931471805599453,1.791759469228055,11.13328890939415,9.692828247710418,10.863048479640058,Hotel,10.778852117797637,none,0.0,none,0.0,15.309922617717225,4.863217453310182,45,47.35248353916321,52.64750524180985,0.0,3.206023523885014,4.325498216102434,4.417716568784282
32,Small- and Mid-Sized Office,LAKE UNION,0.6931471805599453,1.3862943611198906,11.376681826100373,0.0,11.376681826100373,Office,10.61996055839957,K-12 School,9.806646201086572,Other - Entertainment/Public Assembly,8.36822903827628,15.23763563788641,5.06745661408942,117,67.36928505985583,32.63070288009623,0.0,0.0,4.54199622261021,4.121695953477062
33,Hotel,NORTHEAST,0.6931471805599453,1.6094379124341003,11.312912331044872,0.0,11.312912331044872,Hotel,11.312912331044872,none,0.0,none,0.0,15.71291592712419,5.375278407684165,29,54.76691136935911,45.233081132779844,0.0,0.0,4.51823090404021,4.417716568784282
34,Self-Storage Facility,NORTHEAST,0.6931471805599453,1.0986122886681098,11.611475844199505,0.0,11.611475844199505,Self-Storage Facility,10.17450656409137,none,0.0,none,0.0,12.670956354385986,1.5953389880545987,68,11.65329789704696,88.34676099765265,0.0,0.0,4.51823090404021,2.971743123813331
35,Mixed Use Property,GREATER DUWAMISH,0.6931471805599453,1.3862943611198906,13.111981673523193,0.0,13.111981673523193,Office,13.537155519846507,Laboratory,13.369117199690923,Non-Refrigerated Warehouse,13.038435967369042,19.92116349438856,9.733409536761986,31,66.44040115212337,33.55959238022498,0.0,0.0,3.9862703394562087,4.550527089406856
36,Warehouse,GREATER DUWAMISH,1.3862943611198906,1.0986122886681098,13.478772686065135,0.0,13.478772686065135,Non-Refrigerated Warehouse,13.331003865890963,Refrigerated Warehouse,12.52815976788113,Office,11.170449240431308,17.616180930806593,5.74569187773341,62,0.0,99.99998435095357,0.0,0.0,3.9862703394562087,3.558324320392524
37,K-12 School,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.0986122886681098,10.914852072639958,0.0,10.914852072639958,K-12 School,10.914852072639958,none,0.0,none,0.0,14.316455679938992,3.4803165861147547,33,26.2191989628422,73.7807858882065,0.0,0.0,4.351925326643182,3.933040582287841
39,Small- and Mid-Sized Office,BALLARD,0.6931471805599453,1.0986122886681098,11.460589521950299,0.0,11.460589521950299,Office,10.925704639950524,Non-Refrigerated Warehouse,10.579361404425617,none,0.0,15.637873995032086,4.8794630213208565,62,30.629399374747585,69.37059254308784,0.0,0.0,4.449931191363842,4.121695953477062
40,Small- and Mid-Sized Office,GREATER DUWAMISH,0.6931471805599453,1.0986122886681098,10.869615519257454,0.0,10.869615519257454,Office,10.840168974058017,Other - Education,8.968268810776454,none,0.0,14.897767236540313,4.441002839774179,123,46.47333300862111,53.526658520625226,0.0,0.0,3.9862703394562087,4.121695953477062
41,K-12 School,NORTHWEST,0.6931471805599453,1.3862943611198906,12.072632677297742,0.0,12.072632677297742,K-12 School,12.072632677297742,none,0.0,none,0.0,15.760669210431033,5.516850305304563,69,61.689222066208174,38.31077078556381,0.0,0.0,4.368369606516011,3.933040582287841
42,Self-Storage Facility,DOWNTOWN,0.6931471805599453,1.3862943611198906,11.164601270548886,0.0,11.164601270548886,Self-Storage Facility,10.556853863084228,Vocational School,10.247006332425306,Office,8.258422462458876,14.584984319173593,3.8379458020318302,112,30.500841043087995,69.499158956912,0.0,0.0,4.325498216102434,2.971743123813331
43,Hotel,DOWNTOWN,0.6931471805599453,3.2188758248682006,12.713525588195903,12.23549066116272,11.745948057467846,Hotel,12.761769335251394,none,0.0,none,0.0,16.598247301911137,5.691473698188603,54,24.49260338024774,75.50739043285628,0.0,4.143133770789747,4.325498216102434,4.417716568784282
44,Large Office,DOWNTOWN,0.6931471805599453,1.791759469228055,12.03240949630686,0.0,12.03240949630686,Office,11.54600234336302,Retail Store,11.092504067078258,Data Center,6.202535517187923,16.070601656398004,4.211831257677767,50,0.0,99.99998951359986,0.0,0.0,4.325498216102434,4.201658526612214
45,Other,DOWNTOWN,0.6931471805599453,1.0986122886681098,10.958304681204567,0.0,10.958304681204567,Other - Mall,10.854141063037792,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8.645058562414134,none,0.0,14.036542280937914,3.5339784928959737,103,42.68392014507417,57.31607985492584,0.0,0.0,4.325498216102434,4.666034874744712
46,Small- and Mid-Sized Office,DOWNTOWN,0.6931471805599453,2.1972245773362196,10.992066340225865,0.0,10.992066340225865,Office,10.461616521417985,Retail Store,8.515992470839718,none,0.0,15.439240846064969,3.5934692693092782,113,0.0,99.9999802838106,0.0,0.0,4.325498216102434,4.121695953477062
47,Mixed Use Property,DOWNTOWN,0.6931471805599453,1.0986122886681098,10.869520376305097,0.0,10.869520376305097,Other - Entertainment/Public Assembly,10.064798252418377,Restaurant,10.064798252418377,Office,8.605204068738951,16.525305702433577,6.372141621406648,97,69.17078014954683,30.82921985045317,0.0,0.0,4.325498216102434,4.550527089406856
48,Hotel,DOWNTOWN,0.6931471805599453,3.044522437723423,11.49918144717797,9.214730720277476,11.391796839062748,Hotel,11.333703100713947,Parking,9.214730720277476,Restaurant,8.517393171418904,15.392703855589147,4.0975062255596795,93,11.387077667942656,88.61291200435416,0.0,2.414313150899077,4.325498216102434,4.417716568784282
49,Hotel,DOWNTOWN,0.6931471805599453,3.5553480614894135,13.809706748397092,11.896110880387312,13.650068536864499,Hotel,13.809706748397092,Parking,11.67563087707904,Swimming Pool,0.0,18.20338527174069,7.804895810683244,41,28.98622996401506,56.59994127443717,14.41381757714652,2.757145130696094,4.325498216102434,4.417716568784282
50,Hotel,DOWNTOWN,0.6931471805599453,2.0794415416798357,11.172559658233004,0.0,11.172559658233004,Hotel,10.629610022590025,Parking,9.527411329321751,Retail Store,9.170039075202657,15.492291181118645,4.908085639080461,38,39.347165618142114,60.6528156843593,0.0,0.0,4.325498216102434,4.417716568784282
51,Hotel,DOWNTOWN,0.6931471805599453,2.0794415416798357,11.718401867230671,0.0,11.718401867230671,Hotel,11.389185974808175,Other - Entertainment/Public Assembly,10.183049243755137,Retail Store,8.987321812850125,15.502146242770712,5.430134791168223,115,76.05082316174276,23.949167581187968,0.0,0.0,4.325498216102434,4.417716568784282
52,Hotel,LAKE UNION,0.6931471805599453,1.791759469228055,11.636681736391475,10.658364626228009,11.165181945422688,Hotel,11.165181945422688,Parking,10.658364626228009,none,0.0,15.480259139319724,4.982167230116731,64,44.27537687510284,55.72461366298387,0.0,3.653090925791263,4.54199622261021,4.417716568784282
53,Hotel,LAKE UNION,0.6931471805599453,2.0794415416798357,11.921412668610715,10.455531892118072,11.658920117504168,Hotel,11.585692538521108,Restaurant,8.006700845440367,none,0.0,15.719882384569159,5.30305612089521,23,49.426441884641484,50.573558115358516,0.0,3.1816699549271346,4.54199622261021,4.417716568784282
54,Hotel,LAKE UNION,0.6931471805599453,1.9459101490553132,11.663936936922068,10.247112717290387,11.386239162597649,Hotel,11.390656130909488,Parking,10.250652418696085,none,0.0,15.578115209171504,5.096139981042732,26,45.28691121406762,54.713080206064404,0.0,3.228732504826296,4.54199622261021,4.417716568784282
55,Hotel,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.9459101490553132,11.955063170746223,10.511757440962972,11.685693195625964,Hotel,11.955063170746223,none,0.0,none,0.0,15.737845116755992,5.035392945221982,25,33.31863856426158,66.68134680922641,0.0,3.2033191392356435,4.351925326643182,4.417716568784282
56,K-12 School,EAST,0.6931471805599453,1.3862943611198906,10.934409692234288,0.0,10.934409692234288,K-12 School,10.934409692234288,none,0.0,none,0.0,14.989474182393874,4.9927428412546675,112,82.93959936011258,17.060377454440403,0.0,0.0,4.493776181429274,3.933040582287841
57,Hotel,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.6094379124341003,11.719476112310662,10.712014884136147,11.26513055021489,Hotel,11.26513055021489,Parking,10.712014884136147,none,0.0,15.490237022692243,5.151208501509824,24,54.5891263316105,45.4108736683895,0.0,3.6247132885809163,4.351925326643182,4.417716568784282
58,Small- and Mid-Sized Office,CENTRAL,0.6931471805599453,1.0986122886681098,10.914815699745034,0.0,10.914815699745034,Office,10.914815699745034,none,0.0,none,0.0,15.031968695130814,4.488411625377895,61,41.38944202303204,58.61055797696796,0.0,0.0,4.311388247635255,4.121695953477062
59,Senior Care Community,SOUTHWEST,0.6931471805599453,1.791759469228055,12.290432176147913,0.0,12.290432176147913,Senior Care Community,12.599174981854821,Parking,0.0,none,0.0,17.57186343311811,7.454783604745361,101,72.36690945930359,27.633090540696415,0.0,0.0,4.710111269083119,4.713396588694249
60,Senior Care Community,NORTHWEST,0.6931471805599453,1.0986122886681098,11.444625210711436,0.0,11.444625210711436,Senior Care Community,11.444625210711436,none,0.0,none,0.0,16.61294822203779,6.413622878157807,53,65.37431985476904,34.62567404862277,0.0,0.0,4.368369606516011,4.713396588694249
61,Hotel,LAKE UNION,0.6931471805599453,1.9459101490553132,11.339809407255666,9.939481912759504,11.056777402494934,Hotel,11.056777402494934,Parking,9.939481912759504,none,0.0,15.125491006015494,4.22038966907276,15,24.106525450842835,75.89346780352204,0.0,3.244571871240823,4.54199622261021,4.417716568784282
63,Medical Office,EAST,0.0,1.3862943611198906,12.095224880194644,0.0,12.095224880194644,Medical Office,12.095224880194644,none,0.0,none,0.0,16.630982508920763,6.068055149269695,58,40.80323069410884,59.19676331824546,0.0,0.0,4.493776181429274,4.504953110490593
64,Hotel,EAST,0.6931471805599453,2.0794415416798357,11.246770023062728,0.0,11.246770023062728,Hotel,11.246770023062728,none,0.0,none,0.0,15.797719504432823,5.575001684790276,115,63.34438595801196,36.65560715375777,0.0,0.0,4.493776181429274,4.417716568784282
65,Mixed Use Property,EAST,0.6931471805599453,1.9459101490553132,11.510733063413314,9.142275641062053,11.412441926391907,Medical Office,10.601000190605713,Parking,9.946020083254831,Office,9.742203154807973,16.554614753630283,6.179954539922313,40,0.0,65.56735142634803,34.43263887941906,2.3381062317420707,4.493776181429274,4.550527089406856
66,Retail Store,LAKE UNION,0.6931471805599453,1.0986122886681098,10.973717513311941,0.0,10.973717513311941,Retail Store,11.185434773248893,none,0.0,none,0.0,13.864062241318464,3.6903783302376723,94,65.5342606426372,34.465679819299595,0.0,0.0,4.54199622261021,4.202548085123781
67,Large Office,LAKE UNION,0.6931471805599453,1.791759469228055,12.664468539937253,0.0,12.664468539937253,Office,12.475439259302137,Parking,11.923225532468443,Other,9.625095526991439,16.43988599121853,4.940570419647969,13,6.703856797434958,93.29612870556106,0.0,0.0,4.54199622261021,4.201658526612214
68,Hotel,LAKE UNION,0.6931471805599453,2.0794415416798357,12.552721495745804,10.70922653983188,12.380437632607672,Hotel,12.370692616294138,Parking,10.850074678641633,none,0.0,16.783835919798648,6.268812152435704,33,43.57119350209031,56.42880135897974,0.0,2.822927444245724,4.54199622261021,4.417716568784282
69,Other,MAGNOLIA / QUEEN ANNE,0.6931471805599453,0.6931471805599453,12.871337193291367,0.0,12.871337193291367,Other,12.81584093453868,none,0.0,none,0.0,16.979253262582553,6.410848996804957,61,2.910861153850348,60.94576866338013,25.754071033837555,0.0,4.351925326643182,4.666034874744712
70,Other,MAGNOLIA / QUEEN ANNE,0.6931471805599453,0.6931471805599453,11.420963673053087,0.0,11.420963673053087,Other,11.082157933374816,none,0.0,none,0.0,15.912442804053937,5.844123959209273,61,0.0,46.11280302900491,50.608663598183334,0.0,4.351925326643182,4.666034874744712
71,Other,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.791759469228055,12.889386638375425,0.0,12.889386638375425,Other,12.537176929007302,none,0.0,none,0.0,16.857889127815785,6.691090693765636,85,0.0,34.60900024652797,46.59354753365613,0.0,4.351925326643182,4.666034874744712
72,Large Office,LAKE UNION,0.6931471805599453,2.5649493574615367,13.255722255149015,0.0,13.255722255149015,Office,13.302686271535393,Parking,12.64658309538114,Other,10.173667349851767,17.49448837728937,6.427329527607229,13,18.68329527165254,81.31669462883903,0.0,0.0,4.54199622261021,4.201658526612214
73,Other,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.0986122886681098,10.859018228147887,0.0,10.859018228147887,Other,10.859018228147887,none,0.0,none,0.0,14.818481612035468,4.6330771392411,61,0.0,47.43851620965467,44.1018805598215,0.0,4.351925326643182,4.666034874744712
74,Other,MAGNOLIA / QUEEN ANNE,0.6931471805599453,0.6931471805599453,11.013649552432474,0.0,11.013649552432474,Other,11.58989576532275,none,0.0,none,0.0,13.683057797692378,1.9615022438151495,95,0.0,99.99996432417537,0.0,0.0,4.351925326643182,4.666034874744712
75,Other,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.0986122886681098,12.476286788157395,0.0,12.476286788157395,Other,12.598118111678868,none,0.0,none,0.0,16.84676676808224,6.197929785369379,95,0.0,65.20544462914307,24.789646873887722,0.0,4.351925326643182,4.666034874744712
76,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,0.0,1.0986122886681098,11.101054885563546,7.763446388727362,11.06490248157219,Office,10.734242182303689,Data Center,8.552946361122055,Distribution Center,8.423321975806166,15.242540649883813,3.402529826895934,37,0.0,99.99996999740478,0.0,1.515286481310994,4.351925326643182,4.121695953477062
77,Large Office,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.9459101490553132,13.732779824116589,12.623821992471557,13.332449247047506,Office,13.50023115832039,Parking,12.128192181854649,Other,8.699681400989514,17.417388953217166,6.514846015317764,13,24.73550908548832,75.2644827327777,0.0,3.5260718598198384,4.351925326643182,4.201658526612214
78,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.6094379124341003,11.241300451833114,10.163194443157385,10.825442214034721,Office,10.790287679843225,Parking,9.973712997425626,Other,7.786136437783072,15.061454184654979,3.907211448430924,53,15.290204496992057,84.70978111953742,0.0,3.556006899574747,4.351925326643182,4.121695953477062
79,Hotel,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.9459101490553132,11.4815483105279,10.516914889962838,11.001716434379901,Hotel,11.001716434379901,Parking,10.516914889962838,none,0.0,15.455588144597986,5.031352535684977,21,48.85121786278274,51.14879183546878,0.0,3.666420376180301,4.351925326643182,4.417716568784282
80,Hotel,NORTHEAST,1.0986122886681098,1.6094379124341003,10.82013821962583,0.0,10.82013821962583,Hotel,10.82013821962583,Swimming Pool,0.0,none,0.0,15.51093825907765,5.258536496536192,61,60.94116783431747,39.05883216568254,0.0,0.0,4.51823090404021,4.417716568784282
82,K-12 School,EAST,0.6931471805599453,1.3862943611198906,11.123491173934593,0.0,11.123491173934593,K-12 School,11.123491173934593,none,0.0,none,0.0,14.788892145840842,4.380149874661021,100,49.45798429017722,50.54201570982278,0.0,0.0,4.493776181429274,3.933040582287841
83,K-12 School,EAST,0.6931471805599453,1.9459101490553132,12.176154528742888,0.0,12.176154528742888,K-12 School,12.176154528742888,none,0.0,none,0.0,15.643255142851357,5.498110404253996,115,69.64725708846439,30.352750950325664,0.0,0.0,4.493776181429274,3.933040582287841
84,Small- and Mid-Sized Office,SOUTHEAST,0.6931471805599453,1.3862943611198906,11.507249386471992,10.484389460685312,11.06165722706025,Office,11.06165722706025,Parking,10.484389460685312,none,0.0,15.40428871987701,3.559340082758951,20,0.0,100.0,0.0,3.6097244921975182,4.329629158306644,4.121695953477062
89,Other,NORTHEAST,0.6931471805599453,1.6094379124341003,10.94238522187658,0.0,10.94238522187658,Other,10.799595985047786,none,0.0,none,0.0,15.665166696232612,3.8137484361598055,82,0.0,99.99998427087317,0.0,0.0,4.51823090404021,4.666034874744712
90,Other,NORTHEAST,0.6931471805599453,1.0986122886681098,12.240160013274313,0.0,12.240160013274313,Other,11.688113303863286,Parking,0.0,none,0.0,15.263271186617457,4.9021588177601725,94,52.954812742920524,47.045175502268386,0.0,0.0,4.51823090404021,4.666034874744712
91,Hotel,NORTHWEST,0.6931471805599453,1.6094379124341003,10.847218338835674,0.0,10.847218338835674,Hotel,10.847218338835674,Parking,0.0,none,0.0,15.09964455525178,4.854293326261249,22,61.28272774646148,38.71727225353852,0.0,0.0,4.368369606516011,4.417716568784282
93,K-12 School,NORTHWEST,0.6931471805599453,0.6931471805599453,12.411410614126586,0.0,12.411410614126586,K-12 School,12.411410614126586,none,0.0,none,0.0,16.280697632007218,6.09746735645105,64,66.63166657062463,33.36832493008055,0.0,0.0,4.368369606516011,3.933040582287841
94,Hotel,NORTHWEST,0.6931471805599453,1.3862943611198906,11.14387424996344,0.0,11.14387424996344,Hotel,11.164927056510393,none,0.0,none,0.0,14.991842550528414,4.500031867864786,21,44.397429357604636,55.602539801594965,0.0,0.0,4.368369606516011,4.417716568784282
96,Hotel,DOWNTOWN,0.6931471805599453,1.791759469228055,12.159929225640868,0.0,12.159929225640868,Hotel,12.159929225640868,Parking,9.854927361920751,none,0.0,15.688234771198152,4.965568190726947,119,32.325324566034865,67.67466006352603,0.0,0.0,4.325498216102434,4.417716568784282
97,Other,DOWNTOWN,0.6931471805599453,1.9459101490553132,12.557085087723449,0.0,12.557085087723449,Other - Entertainment/Public Assembly,12.153467965336215,none,0.0,none,0.0,16.499370725162287,6.064064239522326,25,3.6017001534405417,66.95365680378967,29.44462938296904,0.0,4.325498216102434,4.666034874744712
98,Hospital,BALLARD,1.6094379124341003,1.791759469228055,12.561415702901638,0.0,12.561415702901638,Hospital (General Medical & Surgical),12.62037195029425,Parking,11.910801851429717,none,0.0,18.03635162381981,7.596643402621699,69,48.249611900169434,51.75037194491444,0.0,0.0,4.449931191363842,5.28831752693473
100,Other,DOWNTOWN,0.6931471805599453,1.6094379124341003,11.02119960717217,0.0,11.02119960717217,Other,10.663264815393836,Office,10.282608685304691,none,0.0,16.052316360384616,5.18037806868335,17,25.8037754339408,74.1962245660592,0.0,0.0,4.325498216102434,4.666034874744712
101,Other,DOWNTOWN,0.6931471805599453,1.6094379124341003,11.195759654126208,9.533944453604027,10.985309671896763,Museum,10.968215530759236,none,0.0,none,0.0,14.51387193345191,3.8556642717587617,113,34.757561365007184,65.24240754749687,0.0,2.9946468178652204,4.325498216102434,4.666034874744712
102,Hotel,MAGNOLIA / QUEEN ANNE,0.6931471805599453,1.6094379124341003,11.996727210857355,9.561067663645012,11.905122946077489,Hotel,11.641345064614818,Parking,10.394916266691387,none,0.0,15.888300275232263,5.435467204695271,27,47.18154524729642,52.81845475270358,0.0,2.2776196996780884,4.351925326643182,4.417716568784282
104,University,EAST,0.6931471805599453,1.3862943611198906,11.056130219690564,0.0,11.056130219690564,College/University,11.07938490391378,none,0.0,none,0.0,14.933846712657042,4.321878461837604,108,37.54198861478588,62.45801138521413,0.0,0.0,4.493776181429274,4.358324020235269
105,University,DELRIDGE,3.332204510175204,1.0986122886681098,12.996963406408776,0.0,12.996963406408776,College/University,13.087774003025942,none,0.0,none,0.0,17.46100601447069,6.765304224182961,53,33.90750562167613,66.09248654578236,0.0,0.0,4.230193875113238,4.358324020235269
106,Small- and Mid-Sized Office,NORTHEAST,0.6931471805599453,1.0986122886681098,11.475233981948293,0.0,11.475233981948293,Office,11.43281025466844,Data Center,8.506132244056813,none,0.0,16.607891858430136,5.407261453537216,21,14.375984806218936,85.62400293875521,0.0,0.0,4.51823090404021,4.121695953477062
107,Other,GREATER DUWAMISH,0.6931471805599453,0.6931471805599453,11.117762111107313,0.0,11.117762111107313,"Repair Services (Vehicle, Shoe, Locksmith, etc)",11.132543137229527,none,0.0,none,0.0,15.82715206555082,5.3234001469155,73,44.05781359366551,55.94217971788802,0.0,0.0,3.9862703394562087,4.666034874744712
